Soil Moisture,Temperature, Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Status
33,45,34,20,18.97,8.15,78.31,40,100.89,,,,,,ON
73,40,32,0,18.99,9.16,78.29,45.53,100.88,,,,,,OFF
76,25,70,40,19.01,10.17,78.26,51.06,100.87,,,,,,ON
71,4,21,103,19.02,11.66,78.28,50.02,100.87,,,,,,OFF
4,44,35,50,19.04,13.15,78.3,48.98,100.87,,,,,,ON
72,4,44,53,19.05,12.4,78.28,51.76,100.86,,,,,,OFF
64,11,33,13,19.06,11.66,78.25,54.55,100.86,,,,,,OFF
26,23,25,84,19,10.97,78.43,55.18,100.85,,,,,,OFF
9,20,37,38,18.94,10.28,78.61,55.81,100.85,,,,,,ON
21,36,68,87,18.92,9.9,78.94,59.48,100.84,,,,,,ON
35,17,38,84,18.91,9.51,79.26,63.16,100.83,,,,,,ON
71,10,33,105,18.94,9.73,79.05,54.22,100.82,,,,,,OFF
39,36,22,34,18.98,9.95,78.84,45.28,100.8,,,,,,ON
19,21,28,23,18.92,9.22,78.84,42.98,100.8,,,,,,ON
82,44,51,50,18.85,8.48,78.85,40.68,100.8,,,,,,ON
70,26,52,78,18.85,8.82,78.84,37.93,100.8,,,,,,ON
8,33,49,18,18.86,9.17,78.84,35.18,100.79,,,,,,ON
55,40,44,1,18.86,9.51,78.83,32.43,100.79,,,,,,ON
4,8,25,41,18.86,8.93,78.74,34.97,100.78,,,,,,ON
44,33,35,86,18.87,8.36,78.64,37.5,100.78,,,,,,ON
29,25,57,60,18.74,8.06,79.24,35.65,100.78,,,,,,ON
74,9,25,108,18.62,7.77,79.83,33.8,100.77,,,,,,OFF
41,25,47,102,18.64,8.27,79.99,39.12,100.77,,,,,,OFF
26,36,55,63,18.66,8.78,80.15,44.44,100.77,,,,,,ON
29,32,27,106,18.67,8.34,80.47,37.03,100.76,,,,,,OFF
16,1,45,11,18.68,7.9,80.79,29.63,100.76,,,,,,OFF
6,37,33,71,18.65,8.55,81.17,37.03,100.76,,,,,,ON
64,0,41,35,18.62,9.2,81.55,44.44,100.76,,,,,,OFF
22,26,57,2,18.57,8.72,82.02,41.89,100.76,,,,,,ON
4,10,40,28,18.52,8.24,82.48,39.34,100.75,,,,,,ON
17,28,46,43,18.55,7.86,82.74,35.26,100.74,,,,,,ON
88,16,55,101,18.58,7.49,82.99,31.17,100.74,,,,,,OFF
51,41,31,90,18.56,7.72,83.52,35.26,100.74,,,,,,ON
84,22,34,72,18.53,7.94,84.04,39.34,100.74,,,,,,ON
50,27,23,47,18.5,7.96,84.68,39.67,100.74,,,,,,ON
80,4,42,22,18.46,7.97,85.33,40,100.74,,,,,,OFF
48,13,36,10,18.44,8.3,86,44,100.74,,,,,,ON
68,40,26,4,18.42,8.62,86.67,48,100.74,,,,,,ON
80,31,37,42,18.42,9.1,87.11,45.43,100.74,,,,,,ON
44,20,23,105,18.43,9.58,87.55,42.86,100.73,,,,,,OFF
31,34,38,42,18.34,8.62,87.95,38.58,100.73,,,,,,ON
34,22,46,95,18.25,7.67,88.35,34.29,100.73,,,,,,OFF
61,2,32,50,18.16,7.52,88.92,36.2,100.72,,,,,,ON
30,44,53,100,18.08,7.36,89.49,38.1,100.72,,,,,,OFF
60,3,58,52,18.05,7.32,89.72,35.95,100.72,,,,,,OFF
7,15,41,31,18.01,7.28,89.94,33.8,100.72,,,,,,ON
66,25,31,107,18,6.78,89.96,33.8,100.72,,,,,,OFF
81,8,54,2,17.99,6.28,89.97,33.8,100.71,,,,,,OFF
33,18,56,93,17.9,5.9,90.36,27.52,100.72,,,,,,OFF
58,6,35,107,17.8,5.51,90.76,21.24,100.72,,,,,,OFF
67,31,34,38,17.74,5.37,91.27,16.26,100.72,,,,,,OFF
86,38,47,17,17.68,5.23,91.78,11.27,100.73,,,,,,OFF
35,26,24,10,17.57,5.08,92.14,11.54,100.74,,,,,,ON
5,11,65,95,17.46,4.93,92.5,11.82,100.74,,,,,,OFF
58,1,38,35,17.4,4.8,92.88,12.26,100.74,,,,,,OFF
90,36,24,62,17.34,4.67,93.26,12.7,100.75,,,,,,ON
31,1,67,10,17.28,4.37,93.47,11.54,100.75,,,,,,ON
85,35,50,60,17.22,4.07,93.68,10.39,100.75,,,,,,ON
72,0,25,87,17.18,4.3,94.11,11.98,100.75,,,,,,OFF
48,15,66,58,17.15,4.52,94.54,13.56,100.75,,,,,,ON
9,45,24,70,17.11,4.87,94.84,13.3,100.76,,,,,,ON
19,4,29,49,17.08,5.22,95.15,13.04,100.78,,,,,,ON
62,2,60,32,17.11,4.92,95.38,12.8,100.78,,,,,,OFF
50,0,63,65,17.14,4.63,95.62,12.57,100.78,,,,,,OFF
77,9,52,15,17.19,4.89,95.81,11.64,100.79,,,,,,OFF
20,22,63,57,17.23,5.15,96,10.71,100.8,,,,,,ON
18,2,50,53,17.2,4.67,96,10.78,100.8,,,,,,ON
27,23,33,25,17.18,4.19,96,10.86,100.81,,,,,,ON
22,18,60,101,17.16,3.84,96,13.35,100.81,,,,,,OFF
41,4,32,42,17.15,3.49,96,15.83,100.82,,,,,,ON
44,33,50,63,17.13,3.14,96,18.32,100.82,,,,,,ON
54,40,55,8,17.1,2.72,96,11.68,100.83,,,,,,ON
34,33,48,106,17.06,2.31,96,5.04,100.84,,,,,,OFF
51,18,26,68,17.09,1.68,96,4.54,100.84,,,,,,OFF
75,39,44,14,17.12,1.06,96,4.04,100.85,,,,,,OFF
29,9,70,81,17.28,1.32,96,4.72,100.86,,,,,,ON
44,12,45,43,17.45,1.58,96,5.41,100.87,,,,,,OFF
85,36,69,32,17.94,1.39,95.76,5.93,100.87,,,,,,OFF
90,36,63,95,18.42,1.2,95.53,6.45,100.87,,,,,,OFF
85,3,68,39,19.16,1.47,92.2,5.74,100.87,,,,,,OFF
43,10,22,102,19.9,1.74,88.88,5.03,100.87,,,,,,OFF
67,42,31,11,20.74,1.86,84.32,5.32,100.88,,,,,,OFF
13,23,30,87,21.59,1.97,79.76,5.62,100.88,,,,,,ON
55,24,67,6,22.19,2.4,76.53,10.36,100.88,,,,,,ON
31,1,33,0,22.79,2.82,73.3,15.09,100.89,,,,,,OFF
84,34,44,77,23.4,3.06,70.78,10.85,100.89,,,,,,ON
12,23,47,99,24.01,3.3,68.25,6.61,100.89,,,,,,OFF
88,34,31,39,24.44,3.49,66.72,8.32,100.9,,,,,,OFF
12,11,61,47,24.88,3.68,65.2,10.04,100.92,,,,,,ON
62,27,30,27,25.08,4.19,64.24,9.74,100.93,,,,,,OFF
9,34,62,100,25.29,4.69,63.27,9.45,100.93,,,,,,OFF
81,0,45,33,25.9,4.93,60.96,10.84,100.94,,,,,,OFF
42,9,30,42,26.5,5.17,58.65,12.24,100.96,,,,,,OFF
54,20,44,76,26.82,5.58,57.28,13.02,100.96,,,,,,ON
26,37,67,40,27.14,5.98,55.9,13.79,100.96,,,,,,ON
53,14,34,34,27.34,6.06,54.8,13.68,100.96,,,,,,ON
20,13,28,38,27.54,6.14,53.71,13.56,100.96,,,,,,ON
50,25,44,55,27.87,6.12,52.4,14.38,100.96,,,,,,ON
53,33,33,37,28.2,6.1,51.08,15.19,100.97,,,,,,ON
51,19,22,69,28.76,6.22,49.55,13.84,100.98,,,,,,OFF
74,15,59,105,29.33,6.35,48.02,12.5,100.98,,,,,,OFF
76,16,20,109,29.84,6.28,46.3,13.1,101,,,,,,OFF
8,15,47,44,30.35,6.2,44.58,13.71,101.01,,,,,,ON
53,0,66,31,30.9,6.34,42.86,14.64,101,,,,,,OFF
87,21,64,5,31.44,6.47,41.13,15.58,101,,,,,,OFF
76,3,50,81,31.95,5.73,39.69,13.76,101,,,,,,OFF
82,22,68,70,32.46,4.99,38.25,11.94,100.99,,,,,,ON
50,14,32,72,32.7,5.62,37.38,18.09,100.98,,,,,,ON
3,6,45,82,32.94,6.25,36.5,24.24,100.98,,,,,,ON
7,26,62,91,33.14,5.93,35.98,18.98,100.98,,,,,,OFF
41,28,21,35,33.34,5.61,35.45,13.71,100.97,,,,,,ON
69,32,37,61,34.39,5.52,33.08,12.36,100.98,,,,,,ON
29,41,51,83,35.44,5.42,30.72,11.01,100.98,,,,,,ON
24,1,61,14,35.74,5.27,29.52,18.41,100.98,,,,,,OFF
69,1,22,6,36.05,5.12,28.32,25.81,100.99,,,,,,OFF
64,24,21,46,36.26,5.67,27.4,29.57,100.98,,,,,,ON
55,28,26,7,36.47,6.22,26.47,33.33,100.98,,,,,,ON
72,34,55,96,36.85,5.69,25.96,27.98,100.98,,,,,,OFF
67,8,24,82,37.23,5.16,25.44,22.64,100.97,,,,,,OFF
61,38,49,74,37.38,5.43,24.74,23.69,100.96,,,,,,ON
64,14,36,74,37.52,5.7,24.05,24.74,100.96,,,,,,ON
83,37,56,17,38.08,5.4,23.46,21.97,100.96,,,,,,OFF
84,12,62,71,38.65,5.1,22.87,19.2,100.96,,,,,,OFF
85,36,41,87,38.49,5.52,23.47,20.91,100.95,,,,,,ON
58,12,42,89,38.34,5.95,24.07,22.62,100.95,,,,,,ON
64,24,31,87,38.18,6.37,24.66,24.33,100.94,,,,,,OFF
46,31,49,54,38.03,6.79,25.26,26.04,100.93,,,,,,ON
85,21,63,45,37.88,7.22,25.86,27.76,100.93,,,,,,OFF
6,35,68,19,37.72,7.64,26.46,29.47,100.92,,,,,,ON
80,0,62,65,37.56,8.06,27.05,31.18,100.91,,,,,,OFF
25,20,28,14,37.41,8.49,27.65,32.89,100.91,,,,,,ON
81,27,61,8,37.25,8.91,28.25,34.6,100.9,,,,,,OFF
56,40,64,75,37.1,9.33,28.85,36.31,100.89,,,,,,ON
35,8,37,59,36.94,9.76,29.45,38.02,100.89,,,,,,ON
90,38,67,47,36.79,10.18,30.04,39.73,100.88,,,,,,ON
68,10,57,25,36.64,10.6,30.64,41.44,100.87,,,,,,OFF
18,16,34,21,36.48,11.03,31.24,43.16,100.87,,,,,,OFF
83,0,26,53,36.33,11.45,31.84,44.87,100.86,,,,,,OFF
89,22,45,19,36.17,11.87,32.43,46.58,100.85,,,,,,OFF
47,32,20,44,36.02,12.3,33.03,48.29,100.85,,,,,,ON
62,10,33,45,35.86,12.72,33.63,50,100.84,,,,,,ON
44,18,53,66,35.61,10.78,34.75,46.82,100.83,,,,,,OFF
46,18,43,81,35.35,8.84,35.87,43.64,100.82,,,,,,ON
27,5,67,85,36,10.18,34.69,32.16,100.82,,,,,,ON
8,27,41,84,36.65,11.53,33.51,20.69,100.82,,,,,,ON
70,24,48,87,36.3,12.4,34,35.34,100.81,,,,,,ON
58,31,42,106,35.96,13.26,34.49,50,100.8,,,,,,OFF
63,14,22,4,35.03,12.43,36.41,36.22,100.79,,,,,,ON
55,24,43,72,34.1,11.61,38.33,22.43,100.78,,,,,,ON
30,29,66,55,33.39,11.76,39.86,36.22,100.77,,,,,,ON
60,39,45,84,32.69,11.9,41.4,50,100.76,,,,,,ON
12,12,49,1,33.04,12.92,40.54,37.24,100.75,,,,,,ON
29,13,42,44,33.4,13.94,39.68,24.49,100.74,,,,,,ON
36,26,36,104,32.99,13.78,40.54,38.91,100.74,,,,,,OFF
10,43,49,52,32.58,13.62,41.4,53.33,100.73,,,,,,ON
4,24,35,17,32.2,12.68,42.3,60.95,100.72,,,,,,OFF
59,6,27,17,31.81,11.73,43.19,68.57,100.71,,,,,,ON
40,4,29,46,31.66,12.62,43.39,64.28,100.7,,,,,,OFF
7,37,23,12,31.51,13.52,43.59,60,100.69,,,,,,ON
80,34,62,65,31.76,13.04,43.04,57.28,100.68,,,,,,ON
51,1,41,82,32.02,12.57,42.49,54.55,100.68,,,,,,OFF
65,20,21,42,31.04,14.56,43.57,70.59,100.66,,,,,,OFF
85,24,25,26,31.22,14.45,43.35,66.88,100.66,,,,,,OFF
57,14,62,25,31.39,14.34,43.13,63.16,100.66,,,,,,ON
15,43,20,34,31.18,14.34,43.31,65.86,100.66,,,,,,ON
57,26,63,44,30.96,14.35,43.49,68.57,100.65,,,,,,OFF
84,45,28,108,30.79,14.46,43.4,65.05,100.65,,,,,,OFF
57,25,31,102,30.62,14.58,43.31,61.54,100.65,,,,,,OFF
83,33,31,106,30.14,14.88,44.35,60.04,100.65,,,,,,OFF
76,36,41,31,29.65,15.17,45.39,58.54,100.64,,,,,,OFF
33,24,57,109,29.58,15.14,45.53,60.12,100.63,,,,,,OFF
19,0,31,9,29.51,15.11,45.68,61.7,100.62,,,,,,OFF
6,39,55,99,29.44,15.08,45.82,63.28,100.62,,,,,,OFF
38,18,46,62,29.37,15.05,45.96,64.86,100.61,,,,,,ON
39,31,67,62,29.08,14.46,46.57,63.2,100.61,,,,,,ON
85,40,26,75,28.78,13.86,47.18,61.54,100.61,,,,,,ON
53,6,32,45,28.65,13.51,47.84,60.77,100.6,,,,,,ON
61,3,32,1,28.51,13.16,48.5,60,100.6,,,,,,OFF
10,20,25,29,28.39,13.7,48.61,63.34,100.6,,,,,,ON
24,18,48,65,28.27,14.24,48.73,66.67,100.59,,,,,,ON
18,36,28,47,28.17,14.18,48.96,67.62,100.58,,,,,,ON
65,23,29,47,28.08,14.11,49.19,68.57,100.58,,,,,,OFF
31,31,25,90,27.85,14,49.52,64.28,100.58,,,,,,ON
64,1,35,3,27.62,13.9,49.84,60,100.59,,,,,,OFF
30,13,23,1,27.3,14.22,50.84,61.58,100.6,,,,,,ON
32,15,59,86,26.99,14.54,51.84,63.16,100.6,,,,,,OFF
2,2,58,45,26.86,14.68,52.08,67.94,100.6,,,,,,ON
81,44,62,77,26.73,14.81,52.32,72.73,100.6,,,,,,ON
35,41,38,8,26.6,14.62,52.69,73.87,100.6,,,,,,ON
21,23,49,106,26.47,14.44,53.06,75,100.6,,,,,,OFF
88,15,67,101,26.32,14.48,53.58,66.07,100.6,,,,,,OFF
90,4,56,5,26.17,14.52,54.11,57.14,100.6,,,,,,OFF
61,16,25,86,25.98,14.06,55.39,57.14,100.62,,,,,,OFF
8,5,63,97,25.79,13.61,56.67,57.14,100.63,,,,,,OFF
16,9,38,37,25.65,13.78,56.85,56.7,100.63,,,,,,OFF
31,23,51,66,25.52,13.95,57.03,56.25,100.62,,,,,,ON
8,34,67,102,25.38,14.12,57.21,55.81,100.62,,,,,,OFF
43,10,26,39,25.3,13.41,57.77,57.18,100.62,,,,,,ON
31,5,24,79,25.22,12.7,58.33,58.54,100.63,,,,,,OFF
3,37,67,74,24.87,12.58,59.54,56.54,100.62,,,,,,ON
44,3,33,48,24.52,12.47,60.74,54.55,100.62,,,,,,ON
7,30,60,12,24.39,11.91,62.2,52.8,100.62,,,,,,ON
37,25,23,87,24.26,11.35,63.65,51.06,100.63,,,,,,ON
82,18,52,25,23.92,12.36,65.28,54.8,100.64,,,,,,OFF
2,43,20,82,23.57,13.37,66.9,58.54,100.64,,,,,,ON
8,45,21,65,23.26,13.26,68.14,61.7,100.65,,,,,,ON
21,9,61,104,22.95,13.16,69.38,64.86,100.66,,,,,,OFF
89,19,61,47,22.78,12.52,70.14,64.86,100.66,,,,,,OFF
18,12,21,44,22.61,11.89,70.9,64.86,100.67,,,,,,ON
29,14,65,82,22.36,12.14,72.78,59.1,100.67,,,,,,ON
7,30,56,19,22.12,12.4,74.66,53.33,100.67,,,,,,ON
14,35,60,75,21.66,12.89,78.66,58.24,100.68,,,,,,ON
44,0,26,107,21.2,13.38,82.67,63.16,100.68,,,,,,OFF
33,36,34,11,21.03,12.36,83.75,59.48,100.68,,,,,,ON
57,2,60,39,20.86,11.33,84.83,55.81,100.69,,,,,,OFF
48,13,20,38,20.72,10.64,85.22,50.98,100.69,,,,,,ON
90,29,59,98,20.57,9.94,85.6,46.15,100.69,,,,,,OFF
11,0,39,85,20.52,9.71,85.26,43.7,100.69,,,,,,ON
86,10,29,7,20.48,9.48,84.92,41.26,100.7,,,,,,OFF
55,34,33,46,20.43,9.26,84.57,38.81,100.7,,,,,,ON
45,21,23,81,20.38,9.03,84.23,36.36,100.7,,,,,,OFF
72,25,65,88,20.4,8.66,83.06,36.36,100.7,,,,,,ON
72,27,35,31,20.42,8.29,81.89,36.36,100.7,,,,,,OFF
20,38,35,3,20.44,8.82,81.35,35.83,100.71,,,,,,ON
43,15,39,47,20.45,9.36,80.82,35.29,100.72,,,,,,ON
7,24,36,12,20.35,8.98,81.84,37,100.73,,,,,,OFF
53,4,56,50,20.25,8.59,82.86,38.71,100.74,,,,,,OFF
33,39,46,54,20.22,8.98,83.56,41.18,100.75,,,,,,ON
11,7,29,64,20.18,9.38,84.25,43.64,100.76,,,,,,ON
88,8,30,81,20.14,10.1,84.74,47.02,100.77,,,,,,OFF
88,8,48,6,20.1,10.82,85.23,50.39,100.78,,,,,,OFF
18,11,67,5,20.07,11.54,85.72,53.76,100.79,,,,,,ON
44,36,67,36,20.03,12.26,86.21,57.14,100.8,,,,,,ON
52,18,53,55,19.99,11.89,87.18,50.79,100.81,,,,,,OFF
78,37,30,23,19.95,11.52,88.15,44.44,100.82,,,,,,OFF
84,21,43,46,19.91,11.37,88.97,46.71,100.83,,,,,,ON
68,16,67,71,19.87,11.22,89.79,48.98,100.84,,,,,,ON
25,23,57,63,19.82,10.93,90.36,44.83,100.84,,,,,,OFF
81,30,21,82,19.77,10.64,90.92,40.68,100.85,,,,,,ON
22,34,67,91,19.72,10.41,91.19,30.86,100.85,,,,,,OFF
9,8,42,75,19.67,10.18,91.46,21.05,100.86,,,,,,ON
77,15,21,2,19.64,9.88,91.74,20.52,100.86,,,,,,OFF
39,34,20,8,19.61,9.57,92.01,20,100.87,,,,,,ON
58,8,50,80,19.6,9.69,92.22,20,100.87,,,,,,OFF
13,1,41,74,19.6,9.81,92.42,20,100.87,,,,,,ON
79,12,37,78,19.62,9.74,92.2,23.8,100.88,,,,,,ON
51,41,46,24,19.64,9.66,91.98,27.59,100.88,,,,,,ON
88,28,56,34,19.63,9.28,91.76,25.8,100.88,,,,,,OFF
37,38,31,25,19.62,8.89,91.55,24,100.89,,,,,,ON
24,30,48,43,19.62,8.01,91.43,27.58,100.9,,,,,,ON
10,39,43,74,19.61,7.12,91.31,31.17,100.9,,,,,,ON
12,7,27,45,19.62,7.9,91.34,35.92,100.9,,,,,,ON
83,43,25,19,19.63,8.68,91.38,40.68,100.91,,,,,,OFF
6,22,47,110,19.62,8.69,91.42,40.15,100.91,,,,,,OFF
71,32,42,39,19.61,8.71,91.45,39.62,100.91,,,,,,OFF
7,9,67,108,19.6,8.72,91.48,39.09,100.92,,,,,,OFF
65,33,61,85,19.58,8.73,91.52,38.56,100.92,,,,,,ON
61,40,46,31,19.57,8.75,91.56,38.03,100.92,,,,,,OFF
33,0,48,23,19.56,8.76,91.59,37.5,100.92,,,,,,OFF
49,11,49,37,19.47,8.5,91.94,38.42,100.93,,,,,,ON
6,3,56,96,19.38,8.23,92.28,39.34,100.93,,,,,,OFF
20,33,43,25,19.39,9.06,92.47,44.16,100.93,,,,,,ON
5,13,59,87,19.4,9.89,92.66,48.98,100.92,,,,,,ON
7,24,28,18,19.32,9.12,92.97,44.16,100.92,,,,,,ON
50,28,65,49,19.25,8.36,93.28,39.34,100.91,,,,,,ON
32,40,54,81,19.2,8.03,93.62,37.99,100.91,,,,,,ON
28,26,59,85,19.16,7.69,93.97,36.64,100.91,,,,,,OFF
53,6,65,91,19.11,7.36,94.31,35.29,100.91,,,,,,OFF
43,30,40,78,19.1,7.2,94.7,38.34,100.9,,,,,,ON
37,12,22,82,19.09,7.03,95.1,41.38,100.9,,,,,,OFF
40,6,29,98,19.1,7.14,95.14,29.72,100.9,,,,,,OFF
9,33,64,0,19.12,7.26,95.17,18.05,100.91,,,,,,ON
24,45,70,107,19.09,7.5,95.31,17.24,100.91,,,,,,OFF
35,11,51,20,19.06,7.73,95.45,16.44,100.91,,,,,,ON
31,43,37,54,19.02,7.82,95.65,15.96,100.91,,,,,,ON
39,19,29,65,18.99,7.9,95.85,15.48,100.91,,,,,,OFF
44,7,39,23,18.98,7.48,95.9,20.92,100.9,,,,,,ON
25,1,60,21,18.98,7.06,95.96,26.37,100.9,,,,,,OFF
51,42,22,58,19.02,7.06,95.9,23.02,100.9,,,,,,ON
69,14,46,55,19.05,7.07,95.85,19.67,100.9,,,,,,OFF
33,17,60,71,19.04,7.04,95.84,24.84,100.9,,,,,,OFF
47,24,62,66,19.03,7.01,95.84,30,100.9,,,,,,OFF
50,13,51,95,19.04,6.76,95.78,21.6,100.9,,,,,,OFF
6,30,59,0,19.04,6.51,95.72,13.19,100.9,,,,,,ON
79,10,38,108,19,7.03,95.84,15.62,100.9,,,,,,OFF
22,8,47,49,18.97,7.55,95.95,18.05,100.89,,,,,,OFF
36,7,39,102,18.94,7.36,95.98,17.54,100.89,,,,,,OFF
90,45,53,40,18.91,7.18,96,17.02,100.89,,,,,,ON
63,1,67,56,18.88,6.74,96,15.66,100.88,,,,,,OFF
15,42,38,60,18.85,6.29,96,14.29,100.88,,,,,,ON
19,40,62,18,18.81,6.4,96,13.7,100.88,,,,,,ON
66,4,55,71,18.77,6.52,96,13.11,100.87,,,,,,OFF
29,35,62,87,18.72,6.3,96,12.46,100.87,,,,,,ON
58,32,69,49,18.66,6.09,96,11.82,100.87,,,,,,ON
35,11,34,16,18.68,6.02,96,12.73,100.86,,,,,,ON
79,23,68,39,18.69,5.95,96,13.64,100.85,,,,,,OFF
47,11,56,106,18.62,5.93,96,12.59,100.85,,,,,,OFF
51,7,67,110,18.55,5.91,96,11.54,100.86,,,,,,OFF
20,12,50,94,18.55,5.93,96,11.3,100.86,,,,,,OFF
36,31,62,47,18.54,5.94,96,11.06,100.86,,,,,,ON
27,22,22,94,18.49,5.94,96,11.44,100.86,,,,,,OFF
43,35,56,20,18.45,5.95,96,11.82,100.86,,,,,,ON
55,38,59,99,18.42,6.3,96,11.79,100.85,,,,,,OFF
4,44,57,62,18.4,6.65,96,11.76,100.84,,,,,,ON
79,32,54,102,18.35,6.68,96,13.11,100.84,,,,,,OFF
86,45,58,3,18.31,6.72,96,14.46,100.83,,,,,,OFF
39,17,33,86,18.26,5.82,96,13.29,100.83,,,,,,ON
86,22,40,39,18.21,4.93,96,12.12,100.83,,,,,,OFF
60,28,46,23,18.16,5,96,11.7,100.83,,,,,,OFF
90,0,70,108,18.11,5.06,96,11.27,100.84,,,,,,OFF
61,23,49,75,18.06,5.13,96,10.85,100.84,,,,,,ON
84,24,28,81,18.01,5.2,96,10.43,100.84,,,,,,OFF
58,28,64,30,17.93,4.58,96,10.09,100.84,,,,,,ON
37,30,21,71,17.85,3.96,96,9.76,100.84,,,,,,ON
51,45,52,45,17.76,3.98,96,9.62,100.84,,,,,,ON
57,28,23,52,17.68,4,96,9.49,100.84,,,,,,ON
23,17,42,71,17.58,3.66,96,8.02,100.84,,,,,,ON
68,44,37,37,17.49,3.32,96,6.56,100.84,,,,,,OFF
61,37,61,11,17.38,3.24,96,6.64,100.84,,,,,,OFF
70,9,57,78,17.26,3.16,96,6.72,100.83,,,,,,OFF
24,27,37,16,17.15,2.62,96,5.97,100.83,,,,,,ON
87,45,47,15,17.04,2.09,96,5.21,100.83,,,,,,OFF
36,28,49,91,16.93,1.55,96,4.46,100.83,,,,,,OFF
73,41,63,20,16.76,1.68,96,5.8,100.83,,,,,,OFF
33,35,68,73,16.58,1.82,96,7.14,100.83,,,,,,ON
50,10,40,82,16.49,1.45,96,6.73,100.82,,,,,,ON
13,20,57,97,16.41,1.08,96,6.32,100.82,,,,,,OFF
58,12,53,55,16.46,2.12,96,14.17,100.82,,,,,,OFF
33,1,32,62,16.51,3.16,96,22.02,100.81,,,,,,ON
77,15,28,5,16.62,2.73,96,15.39,100.82,,,,,,OFF
42,44,56,63,16.72,2.3,96,8.76,100.82,,,,,,ON
44,14,48,94,16.7,2.64,96,10.7,100.82,,,,,,OFF
88,27,37,7,16.69,2.99,96,12.63,100.83,,,,,,OFF
16,39,67,96,16.7,3.26,96,10.12,100.84,,,,,,OFF
81,26,25,41,16.71,3.54,96,7.62,100.85,,,,,,ON
64,36,34,98,16.75,3.64,96,13.34,100.85,,,,,,OFF
78,3,47,93,16.79,3.74,96,19.05,100.85,,,,,,OFF
43,24,23,71,16.8,3.78,96,13.48,100.85,,,,,,ON
86,12,57,22,16.81,3.83,96,7.92,100.85,,,,,,OFF
73,17,69,17,16.9,4.1,96,7.52,100.85,,,,,,OFF
53,12,46,64,16.99,4.36,96,7.12,100.85,,,,,,OFF
85,21,28,18,17.01,4.24,96,7.94,100.85,,,,,,OFF
27,32,48,82,17.03,4.12,96,8.76,100.86,,,,,,ON
12,41,28,7,17.07,4.1,96,7.96,100.87,,,,,,ON
22,5,48,9,17.1,4.07,96,7.16,100.88,,,,,,OFF
40,26,23,13,17.11,4.05,96,8.16,100.88,,,,,,ON
16,11,38,86,17.12,4.03,96,9.16,100.88,,,,,,ON
88,8,41,60,17.16,4.55,96,11.86,100.88,,,,,,OFF
86,2,39,88,17.2,5.07,96,14.55,100.88,,,,,,OFF
7,18,63,85,17.19,5.22,96,12.16,100.89,,,,,,ON
48,11,69,41,17.17,5.37,96,9.76,100.9,,,,,,ON
52,6,65,78,17.18,5.82,96,11.16,100.9,,,,,,ON
84,21,42,19,17.19,6.27,96,12.57,100.9,,,,,,OFF
26,44,21,108,17.26,6.27,96,21.1,100.89,,,,,,OFF
63,41,57,59,17.33,6.27,96,29.63,100.88,,,,,,ON
86,30,56,98,17.33,5.88,96,26.03,100.89,,,,,,OFF
76,34,35,84,17.34,5.5,96,22.43,100.9,,,,,,ON
45,35,56,101,17.33,5.46,96,16.85,100.9,,,,,,OFF
2,39,60,43,17.32,5.43,96,11.27,100.9,,,,,,ON
29,16,66,66,17.45,5.39,96,11.7,100.9,,,,,,ON
44,13,37,20,17.58,5.34,96,12.12,100.91,,,,,,ON
86,26,43,95,17.71,5.3,96,12.54,100.92,,,,,,OFF
88,12,50,65,17.84,5.26,96,12.97,100.92,,,,,,OFF
1,42,58,86,17.96,5.28,96,12.04,100.92,,,,,,ON
2,43,42,11,18.08,5.31,96,11.11,100.92,,,,,,ON
42,12,42,62,18.2,5.24,96,10.46,100.93,,,,,,ON
77,29,53,31,18.32,5.17,96,9.8,100.94,,,,,,OFF
77,22,23,40,18.44,4.84,96,10.1,100.94,,,,,,OFF
42,24,43,8,18.55,4.5,96,10.39,100.95,,,,,,ON
7,12,31,84,18.62,4.76,96,9.39,100.96,,,,,,ON
67,21,26,66,18.7,5.02,96,8.39,100.97,,,,,,OFF
84,3,65,36,19.17,5.16,96,8.81,100.97,,,,,,OFF
55,31,67,61,19.63,5.3,96,9.22,100.97,,,,,,ON
50,34,34,29,20.1,5.44,96,9.64,100.97,,,,,,ON
71,13,67,41,21.06,6.86,95.5,13.16,100.98,,,,,,ON
15,18,25,7,22.01,8.29,95.01,16.67,101,,,,,,ON
18,23,47,101,21.78,8.17,92.88,15.7,101,,,,,,OFF
41,38,34,22,21.54,8.05,90.75,14.72,101.01,,,,,,ON
22,12,70,102,22.38,8.44,87.04,15.87,101,,,,,,OFF
70,10,61,75,23.22,8.84,83.32,17.02,101,,,,,,OFF
28,41,30,29,23.06,8.61,82.04,16.84,101,,,,,,ON
26,25,35,51,22.9,8.38,80.75,16.67,101,,,,,,ON
44,8,23,4,23.13,7.92,80.14,15.65,101,,,,,,OFF
88,11,59,75,23.36,7.46,79.53,14.63,101,,,,,,OFF
44,3,32,81,24.6,7.78,74.48,16.4,101.02,,,,,,ON
85,7,20,29,25.83,8.09,69.43,18.18,101.03,,,,,,OFF
36,21,50,79,26.79,8.09,65.54,17.37,101.04,,,,,,ON
16,30,42,23,27.75,8.09,61.65,16.55,101.04,,,,,,ON
